title	text	publication_date
منها دعم المتصفحات الخارجية.. تغييرات جديدة في محرك بينغ من مايكروسوفت	كشفت شركة “مايكروسوفت” الأميركية عن عدد من التغييرات القادمة لروبوت “بينغ” المعتمد على الذكاء الاصطناعي، ومن بينها دعم متصفحات الطرف الثالث، مثل “كروم” وفايرفوكس.	1/6/2023
من لاجئ إلى قائد العملاق "أنفيديا".. مَن جنسن هوانغ؟	انضم جنسن هوانغ الرئيس التنفيذي لشركة “أنفيديا” إلى قائمة النخبة من المديرين التنفيذيين في مجال التكنولوجيا الذين يرأسون شركات تبلغ قيمتها تريليون دولار، فمن هوانغ؟ وكيف كانت بداياته؟	1/6/2023
لنوم مريح وهادئ.. تعرف على أول وسادة مضادة للشخير	يلعب النوم دورا حيويا في التأثير على وظائف المخ بشكل خاص ويتداخل بقوة في وظائف الأعضاء الحيوية في العديد من أجهزة الجسم. فكيف تساهم التكنولوجيا في حل مشاكل النوم وما الحلول التي تقترحها؟	31/5/2023
تحذيرات من انقراض البشرية بسبب الذكاء الاصطناعي	حذر عدد من قادة شركات التكنولوجيا من أن الذكاء الاصطناعي قد يؤدي إلى خطر انقراض البشرية، مؤكدين أن تقنينه والسيطرة عليه يجب أن تعطى لهما الأولوية القصوى.	31/5/2023
"إنفيديا" تطور أقوى حاسوب ذكاء اصطناعي في إسرائيل	أعلنت شركة “إنفيديا” أنها تسعى لتطوير أقوى حاسوب عملاق للذكاء الاصطناعي في إسرائيل، ولكن ما إمكانيات هذا الحاسوب العملاق ولماذا تحتاج إسرائيل لصنعه؟	30/5/2023
الرئيس التنفيذي لـ"إنفيديا": الجميع يمكن أن يكون مبرمجا بفضل الذكاء الاصطناعي	يتوقع جنسن هوانغ الرئيس التنفيذي لـ “إنفيديا” (Nvidia) أن يدخل العالم “حقبة حوسبة جديدة” بعد تقرير الأرباح الممتاز لشركته، وما تلاه من ارتفاع في الأسهم.	30/5/2023
منح بمليون دولار من "أوبن إيه آي" لحل معضلات الذكاء الاصطناعي	أعلنت شركة “أوبن إيه آي” مطورة برنامج “تشات جي بي تي” عن 10 منح بقيمة 100 ألف دولار لأي شخص لديه أفكار جيدة حول كيفية التحكم في الذكاء الاصطناعي للمساعدة في معالجة التحيز والعوامل الأخرى.	29/5/2023
مايكروسوفت تتيح للمستخدمين قريبا إمكانية معرفة كلمات المرور المحفوظة على الحاسوب	أعلنت شركة مايكروسوفت أن نظام “ويندوز 11” سيتيح قريبا للمستخدمين إمكانية معرفة كلمات المرور الخاصة بشبكات الواي فاي المحفوظة سابقا على الحاسوب.	29/5/2023
أمازون تطلق وظائف جديدة بقارئ الكتب الإلكترونية "كندل سكرايب"	أعلنت أمازون عن إطلاق تحديث جديد لقارئ الكتب الإلكترونية “كندل سكرايب” وأوضحت هذه الشركة الأميركية أن التحديث الجديد يوفر العديد من الوظائف المتطورة.	28/5/2023
تمكنك من إخفاء رقمك.. واتساب يختبر ميزة "اسم المستخدم"	في ظل المنافسة القوية بين تطبيقات التواصل الاجتماعي، يسعى “واتساب” إلى الحفاظ على ريادته وجذب المزيد من المستخدمين، من خلال ميزة جديدة تسمح باختيار اسم مستخدم فريد لكل حساب.	27/5/2023
حصلت على الموافقة.. نيورالينك تستعد لغرز شرائح في أدمغة البشر	حصلت نيورالينك الشركة الناشئة في مجال التقنية العصبية، الخميس الماضي، على موافقة من إدارة الغذاء والدواء الأميركية لإجراء أول دراسة سريرية لاختبار غرسات الدماغ على البشر.	27/5/2023
من صخر لعجيب.. نهايات حزينة للتقنيات العربية	شهد العقدان الأخيران من القرن العشرين والأول من القرن الواحد والعشرين، العصر الذهبي لتطوير البرمجيات المرتبطة باللغة العربية من قبل شركات عربية، ولكن ماذا حل بهذه التقنيات؟ ولماذا تراجعت؟	26/5/2023
رئيس مايكروسوفت: "التزييف العميق" أكبر المخاوف بشأن الذكاء الاصطناعي	قال رئيس مايكروسوفت براد سميث، الخميس، إن أكبر مخاوفه بشأن الذكاء الاصطناعي ظهور تقنيات التزييف العميق التي تظهر محتوى واقعيا لكنه خاطئ، حسب تقرير لوكالة رويترز.	26/5/2023
مواصفات ومزايا حاسوب فاير ماكس 11 اللوحي من أمازون	كشفت شركة أمازون الأميركية مؤخرا عن حاسوبها اللوحي الجديد “فاير ماكس 11” الذي يحمل مواصفات قوية وإمكانات عالية، تؤهله لأن يكون من بين أفضل الحواسيب اللوحية في السوق.	25/5/2023
استخبارات غربية: قراصنة صينيون يتجسسون على منشآت حيوية أميركية	قالت استخبارات غربية إن قراصنة صينيين يتجسسون على البنية التحتية الحيوية للولايات المتحدة، في واحدة من كبرى حملات التجسس الإلكتروني الصينية المعروفة على البنية التحتية الحيوية الأميركية.	25/5/2023
مستخدما تقنية الذكاء الاصطناعي.. محتال في الصين يسرق أكثر من 600 ألف دولار	استخدم محتال في الصين تقنية الذكاء الاصطناعي لتغيير شكله وانتحال شخصية صديق رجل أعمال استطاع أن ينتزع منه أكثر من 600 ألف دولار، حسب ما أفادت به السلطات المحلية.	24/5/2023
جديد شركة "أودي" الألمانية.. سيارة فاخرة بتصميم مميز تسحر من يركبها	ضمن سلسلة “سفير” (sphere)، كشفت أودي الألمانية عن سيارتها الكهربائية الجديدة، التي تتميز بخصائص تجعلها فاخرة وممتعة لمن يحظى بركوبها.	24/5/2023
نصائح مفيدة للوصول الآمن إلى الخدمات المصرفية عبر الإنترنت	أشارت الرابطة الألمانية للبنوك إلى ضرورة توخي أقصى درجات الحيطة والحذر عند استعمال تطبيقات المعاملات المصرفية عبر الإنترنت، حتى لا تصل البرامج الخبيثة إلى الهاتف الذكي أو الحاسب اللوحي.	24/5/2023
كيف تمدد فترة "التراجع عن الإرسال" في بريد جيميل	هل أرسلت رسالة بالخطأ عبر بريد “جيميل” (Gmail) ورغبت في التراجع عنها لكن الوقت قد فات؟ ميزة “التراجع” (Undo) توفر لك فرصة لتمديد فترة التراجع عن أمر الإرسال، وتمنحك قدرة على إلغائه.	23/5/2023
الاتحاد الأوروبي يغرّم "ميتا" 1.2 مليار يورو لانتهاكها قواعده	أعلنت الهيئة الأيرلندية لحماية البيانات بالاتحاد الأوروبي، أمس الاثنين، فرض غرامة قياسية تبلغ 1.3 مليار دولار على شركة “ميتا” مالكة “فيسبوك” لانتهاكها قواعد بيانات المستخدمين.	23/5/2023
خاصة بالآيباد.. آبل تطلق إصدارات جديدة من "فاينال كت برو" وبرنامج الموسيقى "لوجيك برو"	أعلنت شركة آبل إطلاق الإصدارات الجديدة من برنامج تحرير الفيديو “فاينال كت برو” وبرنامج الموسيقى “لوجيك برو” للحواسيب اللوحية (آيباد).	22/5/2023
عودة "إنستغرام" للعمل بعد انقطاع عن الآلاف في العالم	قالت شركة “ميتا” المالكة لتطبيق إنستغرام إن خدمات التطبيق عادت لمعظم المستخدمين بعد حل مشكلة فنية تسببت في انقطاع الخدمة عن آلاف المستخدمين.	22/5/2023
كيف تمكن الجيش الأميركي من عسكرة شركات التكنولوجيا؟	تصف تقارير صحفية كيف أن الاستخبارات العسكرية الأميركية استخدمت بشكل روتيني بيانات تحديد الموقع الجغرافي المتاحة تجاريا دون أمر قضائي، فكيف تمكن الجيش الأميركي من عسكرة شركات التكنولوجيا؟	22/5/2023
استطلاع يظهر تراجع نشاط مستخدمي تويتر الكبار منذ استحواذ ماسك على المنصة	أظهر استطلاع أجراه مركز بيو للأبحاث الأميركي تراجع مشاركات مستخدمي تويتر المواظبين على التغريد منذ استحواذ إيلون ماسك على المنصة أواخر العام الماضي.	20/5/2023
هل كانت سامسونغ تخطط فعلا لإزالة محرك غوغل من هواتفها؟	أفادت تقارير بأن شركة سامسونغ الكورية تفكر باستبدال محرك بحث غوغل الموجود على هواتفها الذكية بمحرك بنغ من مايكروسوفت.	20/5/2023
تويتر تتهم مايكروسوفت بانتهاك اتفاقية استخدام بياناتها.. ما علاقة الذكاء الاصطناعي؟	زعمت شركة تويتر أن شركة مايكروسوفت انتهكت اتفاقا بشأن استخدام بيانات منصة التواصل الاجتماعي، ورغم أن القضية قانونية فإن التقارير لا تستبعد أن تكون أهدافها أبعد من ذلك.	19/5/2023
نظرة أولية على الميزات الجديدة في تطبيق "شات جي بي تي" لهواتف آيفون	أطلقت شركة “أوبن إيه آي” مطورة برنامج دردشة الذكاء الاصطناعي الشهير “شات جي بي تي” -أمس الخميس- تطبيقا خاصا بالبرنامج على نظام التشغيل “آي أو إس” من “آبل”، اختبرنا لكم هذا التطبيق وعددنا بعض ميزاته.	19/5/2023
وفق استطلاع للرأي.. الذكاء الاصطناعي قد يعرض البشرية للخطر	قال معظم الأميركيين الذين شملهم استطلاع أجرته رويترز إن النمو السريع لتكنولوجيا الذكاء الاصطناعي قد يعرض مستقبل البشرية للخطر.	18/5/2023
تحميك من المتطفلين لكنها تثير شكوك المقربين.. تعرف على ميزة “قفل الدردشات” في واتساب	أطلق تطبيق “واتساب” ميزة لطالما انتظرها مستخدمو التطبيق منذ ظهوره قبل أكثر من عقد من الزمان، لرغبتهم في الحفاظ على خصوصية محادثاتهم من المتطفلين سواء كانوا من المقربين أو الغرباء.	17/5/2023
بمشاركة عمالقة التكنولوجيا.. الكونغرس يناقش احتمالية تأثير الذكاء الاصطناعي على انتخابات 2024	قال الرئيس التنفيذي لشركة أوبن إيه آي، الشركة الناشئة المطورة لبرنامج “شات جي بي تي”، أمام لجنة بمجلس الشيوخ يوم الثلاثاء إن استخدام الذكاء الاصطناعي للتدخل في نزاهة الانتخابات هو “مجال قلق كبير”.	17/5/2023
منها العناكب وأعماق البحار.. مطورو الألعاب يبتكرون وضعيات للاعبين الذين يعانون من الرهاب	أعلن مطورو 3 ألعاب فيديو رئيسية -خلال الشهر الماضي- عن أوضاع خاصة مصممة لمساعدة الأشخاص المصابين برهاب معين على ممارسة ألعابهم.	16/5/2023
مايكروسوفت تسمح بربط هواتف آيفون بحواسيب ويندوز	أعلنت شركة “مايكروسوفت” -أمس الاثنين- أن أحدث إصدار من برنامج “فون لينك” لأجهزة الحاسوب التي تعمل بنظام “ويندوز 11” يمكنه الآن تلقي الإشعارات وإرسال الرسائل النصية والرد على المكالمات من هواتف آيفون.	16/5/2023
إستراتيجيات حكومية مبتكرة للتحول الرقمي	تسعى حكومات البلدان العربية للانتقال من أسلوب العمل التقليدي إلى الأسلوب الرقمي، ونعرض فيما يلي مشاريع مبتكرة تبنتها بلدان متقدمة بهدف الانتقال إلى المجتمع الرقمي.	15/5/2023
معلومات أكثر من 200 ألف موظف حكومي أميركي في قبضة القراصنة	حصلت جهات مجهولة على المعلومات الشخصية لـ237 ألف موظف حكومي اتحادي حالي وسابق، من خلال خرق واسع للبيانات في وزارة النقل الأميركية (USDOT)، بحسب تقرير لوكالة رويترز.	15/5/2023
رئيسة تويتر الجديدة: استلهمت رؤية ماسك ومتحمسة لتطوير المنصة	قالت الرئيسة التنفيذية لشركة “تويتر” المعينة حديثا ليندا ياكارينو -في تغريدة- إنها استلهمت من رؤية المالك إيلون ماسك لخلق مستقبل أكثر إشراقا، وإنها متحمسة للمساعدة في تغيير الشبكة الاجتماعية.	14/5/2023
تسجيل الدخول للحسابات دون كلمة مرور.. تعرف على وظيفة “باس كيز” من غوغل؟	أتاحت شركة غوغل إمكانية تسجيل الدخول في الحسابات من دون كلمة مرور لجميع مستخدميها، وأطلقت الشركة الأميركية على هذه الوظيفة اسم باس كيز، التي تعتمد على معيار الأمان العالمي المسمى فيدو 2.	13/5/2023
إطلاق أول خط للحافلات ذاتية القيادة في المملكة المتحدة	سيُوضع في المملكة المتحدة أول خط للحافلات ذاتية القيادة في الخدمة الأسبوع المقبل في أدنبره، رغم أنّ السائقين سيكونون موجودين داخل هذه المركبات لاستلام القيادة في حالات الطوارئ.	12/5/2023
ماسك وجد أخيرا "الأحمق" الذي سيتولى إدارة تويتر	أعلن إيلون ماسك -أمس الخميس- أنه وجد رئيسا تنفيذيا جديدا لتويتر، وذلك بعد أشهر من قيامه بتأدية هذا الدور الذي سبب له كثيرا من الانتقادات.	12/5/2023
غوغل تتراجع عن تعهدها بعدم إطلاق أجهزة لوحية وتعلن عن "بكسل تابلت"	هل عودة غوغل إلى عالم الأجهزة اللوحية محاولة للمنافسة وتقديم أجهزة جيدة أو أنه مجرد جهاز آخر سيضاف إلى سلسلة الإخفاقات التي ضربت الشركة في هذا المجال؟	11/5/2023
محرك البحث الجديد من غوغل.. كيف يعمل؟ وما الفرق بينه وبين روبوت المحادثة "بارد"؟	عرضت شركة “ألفابت” -مالكة محرك البحث “غوغل”- منتج بحث محدثا يعتمد على الذكاء الاصطناعي في نتائج بحثه، في محاولة من الشركة لإزالة الشكوك المثارة حول تراجع مكانتها أمام محرك البحث “بنغ” من “مايكروسوفت”.	11/5/2023
أبرز ما عرضته غوغل في مؤتمرها.. محرك بحث بالذكاء الاصطناعي وهاتف قابل للطي	أعلنت غوغل عن مجموعة من ميزات الذكاء الاصطناعي الجديدة ضمن حدث “مطوّري غوغل آي/أو 2023” بالإضافة إلى أدوات لخرائط وصور غوغل، وكذلك أجهزة والهواتف الذكية وأهمها جهاز “بكسل فولد” القابل للطي.	10/5/2023
ماسك: تويتر ستوفر قريبا خاصيتي المكالمات والرسائل المشفرة	كشف الرئيس التنفيذي لشركة تويتر إيلون ماسك، الثلاثاء، عن تفاصيل حول الميزات الجديدة التي تسعى المنصة لإضافتها قريبا بما في ذلك المكالمات والرسائل المشفرة، كما أعلن عن إزالة الحسابات غير النشطة.	10/5/2023
بالفيديو.. الرجل العنكبوت أصبح حقيقة بفضل هذه الشركة اليابانية	صممت شركة “جيزي آرمز” (Jizai Arms) اليابانية نظاما من الأطراف الروبوتية الشبيهة بالعنكبوت تتكون من 6 أذرع يمكن التحكم فيها من قبل المستخدم الذي يرتديها.	9/5/2023
الخصوصية مقابل الأمن.. قانون مراقبة أولمبياد باريس يثير الجدل	في ظل استعداد باريس لاستضافة دورة الألعاب الأولمبية العام المقبل، أقرت الحكومة الفرنسية قانونا جديدا يقول منتقدوه إنه يفتح الباب أمام تبني تقنية المراقبة الآلية بالفيديو القادرة على انتهاك الخصوصية.	8/5/2023
لماذا أوقفت "أوبن إيه آي" تدريب منتجات الذكاء الاصطناعي على بيانات العملاء؟	قال سام ألتمان الرئيس التنفيذي لشركة “أوبن إيه آي” (OpenAI) لشبكة “سي إن بي سي” في الخامس من مايو/أيار 2023، إن “أوبن إيه آي” توقفت عن استخدام بيانات العملاء في عمليات تدريب منتجات الذكاء الاصطناعي.	8/5/2023
أول هواتفها القابلة للطي.. غوغل تكشف عن شكل “بكسل فولد” قبل أيام من طرحه للبيع	ستقدم غوغل جهاز “بكسل فولد” الذي يعتبر أول هاتف لها قابل للطي، خلال حدث “غوغل آي/أو 2023” المقرر يوم 10 مايو/أيار القادم.	7/5/2023
كم يدفع يوتيوب مقابل مليون مشاهدة؟	يتحدد مقدار المال الذي يكسبه مستخدم يوتيوب عن أي مقطع فيديو ينشره بالعديد من العوامل، مثل مكان المحتوى والبلد، وربما يكون عامل عدد المشاهدات التي يحققها هو الأكثر أهمية.	6/5/2023
الأب الروحي للذكاء الاصطناعي: خطر هذه التكنولوجيا أكثر إلحاحا من التغير المناخي	قال رائد تقنية الذكاء الاصطناعي جيفري هينتون، في مقابلة مع وكالة رويترز أمس الجمعة، إن الذكاء الاصطناعي يمكن أن يشكل “تهديدا للبشرية أكثر إلحاحا” مما يشكله التغير المناخي.	6/5/2023
الذكاء الاصطناعي "ضخم" ولكن يجب الحذر.. رئيس آبل يشرح نظرة الشركة حول التكنولوجيا	قال تيم كوك رئيس آبل (Apple) إن تأثير تقنيات الذكاء الاصطناعي “ضخم” لكنه حذر من أن هناك عددا من “المشكلات التي تحتاج إلى حل” ورفض الإفصاح عن كيفية الدمج لتلك التقنيات بمنتجات الشركة.	5/5/2023
بعد اجتماع الحكومة الأميركية مع عمالقة التكنولوجيا.. 140 مليون لبناء "ذكاء اصطناعي مسؤول"	أعلن البيت الأبيض الأميركي، أمس الخميس، عن استثمار بقيمة 140 مليون دولار من مؤسسة العلوم الوطنية “إن إيه آي آر” (NAIR) لإطلاق 7 معاهد وطنية جديدة لأبحاث الذكاء الاصطناعي.	5/5/2023
ما أهمية أنظمة التشغيل في السيارات؟	اقتحمت الحواسيب عالم السيارات منذ سبعينيات القرن الماضي مع ظهور أجهزة التحكم الأولى في السيارات، فما فوائد ومميزات هذه التكنولوجيا ولماذا يتم استخدامها في السيارات؟	4/5/2023
حسب أحد رواده.. هذه أبرز 5 مخاطر للذكاء الاصطناعي	بعد 10 سنوات في خدمة غوغل استقال رائد الذكاء الاصطناعي جيفري هينتون الاثنين الماضي من العملاق الأميركي، موضحا في مقابلة مع نيويورك تايمز أنه غادر للتحدث بحرية عن الذكاء الاصطناعي ومخاطره.	4/5/2023
البيت الأبيض يدعو "غوغل" و"مايكروسوفت" إلى اجتماع لبحث مخاطر الذكاء الاصطناعي	وجه البيت الأبيض دعوة للرؤساء التنفيذيين لشركات التكنولوجيا الرائدة بمجال الذكاء الاصطناعي للاجتماع، غدا الخميس، مع نائب الرئيس وكبار المسؤولين الإداريين لمناقشة قضايا التكنولوجيا الرئيسية.	3/5/2023
شركات تحذر من سياسة تويتر الجديدة .. العلامة الزرقاء تغذي حسابات المحتالين	جذبت محاولة تويتر تطبيق نظام الدفع مقابل خدمة الحساب الموثق (العلامة الزرقاء) المحتالين والمضللين، وقال الخبراء إن ذلك قد يدفع العلامات التجارية الكبرى إلى التراجع عن منصة التواصل الاجتماعي.	3/5/2023
حجز نحو طن مخدرات و50 مليون يورو.. ضربة كبرى للقراصنة في عملية دولية ضدّ أنشطة على "الإنترنت المظلم"	أعلنت وكالة إنفاذ القانون الأوروبية عن عملية دولية أدّت إلى إغلاق موقع إلكتروني بارز على شبكة “الإنترنت المظلم”، وتوقيف 288 مشتبها بهم، ومصادرة أكثر من 50 مليون يورو نقدا وفي صورة عملات مشفّرة.	2/5/2023
بعد ترك غوغل.."الأب الروحي للذكاء الاصطناعي" يأسف لدوره في ابتكار هذه التكنولوجيا	قال جيفري هينتون الملقب بـ “الأب الروحي للذكاء الاصطناعي”، بعد تركه عمله في غوغل، إنه يشعر بالأسف للدور الكبير الذي لعبه في تطوير تكنولوجيا الذكاء الاصطناعي.	2/5/2023
"ليس القائد المناسب لتويتر".. تحول مفاجئ في موقف دورسي من إيلون ماسك	انتقد جاك دورسي، الشريك المؤسس والرئيس التنفيذي السابق لموقع “تويتر”، الرئيس الحالي للموقع الملياردير الأميركي إيلون ماسك، في تحول مفاجئ بعد أن أبدى دعمه السابق لماسك.	1/5/2023
بعد وصولها لعدد من الدول العربية.. ماذا توفر عضوية ألعاب "إكس بوكس بي سي غيم باس" الشهرية؟	أعلنت “إكس بوكس” أن عضوية “بي سي غيم باس” الشهرية أصبحت متاحة في عدد من الدول العربية، منها قطر ومصر وتونس والمغرب والكويت وليبيا، وذلك كجزء من خطة توسعة ضمّت 40 بلدا جديدا، فما مميزات هذه العضوية؟	1/5/2023
رحلة "دي جي آي" للهيمنة على سوق الطائرات المسيرة العالمي	تتطور تقنية الطائرات المسيرة باستمرار، وتعمل شركات كبرى على الابتكارات الجديدة لجلب المزيد من هذه الطائرات المتقدمة إلى السوق، فلماذا شركة “دي جي آي” الصينية هي الأولى في هذا المجال حتى الآن؟	30/4/2023
إيلون ماسك يعتزم إطلاق خاصية الدفع على أساس المقالة للناشرين على منصة تويتر	أعلن إيلون ماسك السبت عن خطة لمنصة تويتر تسمح لناشري الوسائل الإعلامية بتقاضي بدل من المستخدمين على أساس قراءة كل مقالة على حدة وبنقرة واحدة، بحسب تقرير لوكالة الأنباء الفرنسية.	30/4/2023
ماذا يعني حصول المخترقين على كلمة مرور واحدة لك؟	حذر خبير تقني من أن اكتشاف المخترق كلمة مرور واحدة فقط من كلمات المرور الخاصة بك، يمكن أن يكون كافيا لإحداث أضرار جسيمة، خاصة إذا كانت كلمة مرور البريد الإلكتروني الخاصة بك.	29/4/2023
مدير مكتب التحقيقات الفدرالي يستغيث بالكونغرس: لدي موظف واحد مقابل 50 قرصان معلومات صينيا	قال مدير مكتب التحقيقات الفدرالي كريستوفر راي للكونغرس إنه يحتاج المزيد من الأموال لمواجهة التهديدات السيبرانية من القراصنة التابعين لدول معينة.	28/4/2023
استطلاع حديث: استخدام "شات جي بي تي" يعزز فرصك في الحصول على وظيفة	وجد استطلاع رأي أجري مؤخرا أن قادة الأعمال، الذين يقومون بالتوظيف حاليا، يتطلعون إلى توظيف من لديهم خبرة في استخدام روبوت المحادثة “شات جي بي تي” (ChatGPT) حتى لو لم تكن لديهم خبرة تقنية.	28/4/2023
ماسك يحرض النواب على تنظيم تطوير الذكاء الاصطناعي	قال المدير التنفيذي لموقع تويتر إيلون ماسك إنه التقى زعيم الأغلبية الديمقراطية في مجلس الشيوخ تشاك شومر ومشرعين آخرين وناقشوا إجراءات تنظيم الذكاء الاصطناعي.	27/4/2023
في عالم الإنترنت.. محركات بحث تحافظ على خصوصيتك وأخرى تستفيد من الذكاء الاصطناعي	تعتبر محركات البحث أدوات مهمة للمستخدم في رحلته عبر الويب، ولكنها قد تعرضه للعديد من الإجراءات التي تنتهك خصوصيته، لذلك هناك تدابير وأدوات جديدة لتقليص خطر هذه المحركات.	27/4/2023
محادثات محمية.. ما "الوضع الخفي" لشات جي بي تي؟	قالت شركة “أوبن إيه آي”، الثلاثاء، إنها ستقدم ما أطلق عليه أحد الموظفين “وضع التصفح الخفي” لروبوت الدردشة الناجح “شات جي بي تي” الذي لن يحفظ سجلات محادثات المستخدمين.	26/4/2023
العمل على عدة هواتف.. تفاصيل ميزة واتساب التي انتظرها ملايين المستخدمين	أعلن مارك زوكربيرغ، رئيس شركة ميتا المالكة لتطبيق واتساب، أنه بدءا من أمس الثلاثاء يمكن للمستخدمين تسجيل الدخول على حساب واتساب الخاص بهم من 4 هواتف إضافية للهاتف الرئيسي.	26/4/2023
غوغل تطلق وظيفة الأرشفة التلقائية	أطلقت شركة غوغل وظيفة الأرشفة التلقائية الجديدة التي تتيح أرشفة التطبيقات القليلة الاستخدام، وذلك من أجل توفير مساحة للتخزين في حال امتلاء الذاكرة عن آخرها.	25/4/2023
كما الآيفون.. بالفيديو- مسدس ذكي يطلق النار بعد التعرف على وجه صاحبه	عرضت شركة بيوفاير تيك مسدسا ذكيا يتم تفعيله بواسطة تقنية التعرف على الوجه، ويعد أحدث تطور في الأسلحة الشخصية التي لا يمكن إطلاقها إلا بواسطة مستخدم.	23/4/2023
حثت الملايين على حذفها.. غوغل تحظر 36 تطبيقا شهيرا من تطبيقات أندرويد	حثت غوغل الملايين من مستخدمي نظام أندرويد على التحقق من هواتفهم الذكية بدون تأخير وإزالة بعض التطبيقات ذات الشعبية الكبيرة من أجهزتهم، وفق عدة مواقع إلكترونية.	22/4/2023
غوغل تحدّث "بارد" لمساعدة الناس العاديين على البرمجة	قالت شركة “ألفابت” مالكة محرك “غوغل” إنها ستحدث “بارد” -روبوت المحادثة الذي يعتمد على الذكاء الاصطناعي التوليدي- لمساعدة الناس في كتابة التعليمات البرمجية.	22/4/2023
ما سر تاريخ 20 أبريل الذي اختاره ماسك لإزالة علامات التوثيق الزرقاء في تويتر؟	نفذ إيلون ماسك مالك منصة “تويتر” تهديده بإزالة علامة التوثيق الزرقاء للحسابات التي لم تدفع الرسم البالغ 8 دولارات شهريا، ولكن لماذا اختار تاريخ 20 أبريل/نيسان لذلك؟	21/4/2023
إيلون ماسك يحاول طمأنة المعلنين مع سياسة جديدة لتعديل المحتوى	حاول إيلون ماسك رئيس تويتر طمأنة المعلنين القلقين بشأن تطور الشبكة الاجتماعية عبر تقديم سياسة جديدة للإشراف على المحتوى.	20/4/2023
بطاقات تهنئة بعيد الفطر 2023.. 3 طرق لتصميم تهاني العيد بواسطة "ميد جيرني"	يترقب المسلمون ظهور هلال عيد الفطر المبارك هذه الليلة، وبهذه المناسبة نقدم لكم بعض الطرق لتصميم بطاقات التهاني بواسطة برنامج الذكاء الاصطناعي “ميد جيرني” وبـ3 طرق مختلفة.	20/4/2023
بسبب هذا الهاتف.. شركة سامسونغ تستعيد المركز الأول في سوق الهواتف الذكية	أظهر تقرير اقتصادي نشر اليوم الأربعاء استعادة شركة سامسونغ الكورية الجنوبية المركز الأول من حيث الحصة السوقية العالمية للهواتف الذكية في الربع الأول من هذا العام بفضل مبيعات أحد اهم هواتفها.	19/4/2023
طريقتان لاستعادة حساب فيسبوك المسروق.. وإليك أفضل طرق الحماية	كثيرا ما تتعرض حسابات مستخدمي شبكات التواصل الاجتماعي للسرقة أو الاختراق لأسباب مختلفة، في مقدمتها حسابات فيسبوك. فيما يلي نستعرض أفضل طرق استعادة حسابك على فيسبوك حال تعرضه للسرقة.	19/4/2023
على خطى ترامب.. "تروث جي بي تي" سلاح ماسك لمواجهة مايكروسوفت وغوغل	قال الملياردير إيلون ماسك أمس الاثنين إنه سيطلق منصة ذكاء اصطناعي سماها “تروث جي بي تي” (TruthGPT) لتحدي منتجات “مايكروسوفت” و”غوغل” في هذا المجال.	18/4/2023
"آي أو إس 17".. ما التطور القادم في نظام تشغيل أجهزة آبل؟	تخطط آبل للإعلان عن نظام التشغيل “آي أو إس 17” في الخامس من يونيو/حزيران القادم، ولكن المعلومات عنه لا تزال محدودة، وفي هذا التقرير نستعرض أهم المعلومات المتاحة لحد الآن حول نظام التشغيل الجديد.	17/4/2023
"ويندوز 11" يتخلى عن ميزة طالما نفعت المستخدمين	أطلقت مايكروسوفت نظام التشغيل “ويندوز 11” في العام 2021، وأضافت تدريجيا المزيد من الميزات التي تهدف إلى جعل حاسوبك الخاص أفضل قليلا، ولكن هذه المرة ستقوم مايكروسوفت بإلغاء إحدى الميزات القديمة جدا.	17/4/2023
نتائج لافتة لأسعار الاتصالات الهاتفية والإنترنت في الدول العربية.. وهذه هي الدول الأعلى والأقل تكلفة	يدفع الموريتانيون لدقيقة واحدة من المكالمات أكثر بـ1683 مرة مقارنة بالمصريين رغم أن موريتانيا من أفقر الدول العربية، فيما تقل أسعار الاشتراك الشهري للإنترنت في مصر بـ40 مرة قياسا بلبنان.	17/4/2023
لوتان: الأصوات المزيفة عن طريق الذكاء الاصطناعي قد تتسبب في أضرار جسيمة	بعد النصوص والصور المزيفة التي تنشئها تطبيقات الذكاء الاصطناعي ها هي الأصوات المزيفة التي تتطابق مع أصوات المشاهير أو حتى أصوات أشخاص عاديين تنتشر كالنار في الهشيم، فمرحبا بكم في عصر التزييف.	17/4/2023
بالفيديو.. كيف تنظف "إير بودز" ومثيلاتها من السماعات اللاسلكية؟	أصبحت سماعات الأذن مثل “إير بودز” (AirPods) ومثيلاتها جزءا مهما من حياة مستخدمي التقنية حول العالم، إذ تجاوزت مبيعات هذا المنتج لدى “آبل” وحدها أكثر من 100 مليون وحدة في نهاية عام 2021.	16/4/2023
التشفير.. كيف تستخدم درع حماية بياناتك في العالم الرقمي؟	يعد التشفير درعا لحماية البيانات المهمة والمعلومات الحساسة؛ إذ يحول دون وقوعها في أيدي الأشخاص غير المصرح لهم بالاطلاع عليها، وفي هذا المقال نستعرض طرق التشفير التي يمكن أن تحمي بياناتك.	16/4/2023
كيف تحمّل فيديوهات یوتیوب على هاتفك أو حاسوبك؟	يمكن للمستخدم مشاهدة مقاطع الفيديوهات على يوتيوب، ويمكنه تنزيلها أيضا بشرط ألا تخالف شروط وسياسة الموقع، وفي المقال التالي نستعرض طرق تنزيل الفيديوهات من يوتيوب سواء على الهاتف أو الحاسوب.	15/4/2023
