title	text	publication_date
موقع عبري: عدد قتلى العدوان على غزة قد يقترب من 100 ألف	قال موقع عبري إن العدد الحقيقي لمن قضوا في غزة بسبب الهجوم الإسرائيلي قد يقترب من 100 ألف، وذلك إذا أُخذ بعين الاعتبار من صنفوا في خانة المفقودين ومن ماتوا لأسباب ثانوية أخرى، مثل الجوع والمرض.	29/2/2024
هذه أهداف إسرائيل من تجويع شمال غزة	الاحتلال تعمّد استثناء شمال قطاع غزة من عمليات الإنزال الجوي الأخيرة للمساعدات، وهو ما يؤكد بحسب مراقبين، وجود قرار إسرائيلي بتجويع سكانه، لإجبارهم على النزوح القسري للجنوب.	29/2/2024
"غدا سنخبركم مصيرهم".. القسام تعيد بث مشاهد لأسرى أعلنت فقدان الاتصال بهم	أعادت كتائب القسام -الجناح العسكري لحركة حماس- نشر مقطع لأسرى إسرائيليين كانت أعلنت فقد الاتصال بالمجموعة المسؤولة عن احتجازهم، في حين تواصل مسيرة عائلات الإسرائيليين المحتجزين بغزة طريقها نحو القدس.	29/2/2024
مفوض أممي يدين تجويع غزة والبرلمان الأوروبي يدعو لوقف إطلاق النار	قال مفوض الأمم المتحدة لحقوق الإنسان فولكر تورك إن جميع السكان في قطاع غزة معرضون لخطر المجاعة الوشيك، مشيرا إلى أن أفعال إسرائيل قد تعد استخداما للتجويع وسيلة من وسائل الحرب.	29/2/2024
112 شهيدا ومئات الجرحى بمجزرة الطحين بغزة وبايدن يتوقع تأثيرها على المفاوضات	استشهد 112 فلسطينيا وأصيب نحو 800 آخرين في -ما سميت- “مجزرة الطحين” شمالي قطاع غزة، حيث استهدفتهم قوات الاحتلال الإسرائيلي ليل الأربعاء في أثناء تجمعهم للحصول على المساعدات عند دوار النابلسي.	29/2/2024
النرويج: السلطة الفلسطينية تلقت 114 مليون دولار من الضرائب المجمدة لدى الاحتلال	قالت الحكومة النرويجية إن السلطة الفلسطينية تلقت نحو 114 مليون دولار من إسرائيل، وإنها ستتلقى المزيد من الأموال الأيام المقبلة، عقب اتفاق سابق هذا الشهر على الإفراج عن أموال ضرائب مجمدة.	29/2/2024
الخبز الأبيض حلم أطفال غزة زمن الحرب الإسرائيلية	وثق الصحفي الفلسطيني هاني أبو رزق فرحة أطفال من شمال غزة، عندما قدم لهم كيسا من الخبز الأبيض، حيث أصبح الخبز من أمنيات أطفال القطاع المحاصر.	29/2/2024
نابلس تشيع شهيدها والاحتلال يعتقل 20 فلسطينيا بالضفة	شيع في نابلس بالضفة الغربية، اليوم الخميس، جثمان شاب استشهد برصاص جيش الاحتلال الاسرائيلي، في حين أصيب 3 فلسطينيين خلال اقتحام الاحتلال مخيم جنين واعتقل 20 آخرون الليلة الماضية.	29/2/2024
عمليات إنزال إغاثية من 5 دول عربية على غزة	أعلن الجيش الأردني، الخميس، عن تنفيذ إنزالين جويين جديدين لمساعدات إغاثية وغذائية على قطاع غزة، بالتعاون مع عُمان والبحرين، كما أعلن الجيش المصري عن تنفيذ طائرات مصرية وإماراتية إنزالا جويا آخر.	29/2/2024
زفة عُرس لكيس طحين في غزة	انتشر فيديو على منصات التواصل يظهر فرحة بعض سكان شمال غزة بحصولهم على كيس من الطحين، وقد أقاموا لكيس الطحين ما يشبه “زفة العريس”.	29/2/2024
مقتل مستوطنين إسرائيليين في إطلاق نار قرب مستوطنة عيلي جنوب نابلس	قتل مستوطنان إسرائيليان في عملية إطلاق نار قرب مستوطنة عيلي جنوب مدينة نابلس بالضفة الغربية، في حين أعلن جيش الاحتلال الإسرائيلي مقتل فلسطيني بعد إطلاقه النار عند محطة وقود قرب المستوطنة.	29/2/2024
معاناة يومية مؤلمة.. ماذا فعلت الحرب الإسرائيلية على غزة بمريم وأحفادها؟	ألقت الحرب الإسرائيلية الوحشية بظلالها بشدة على سكان قطاع غزة، ومن بينهم سيدة غزية نزحت وأبناؤها وأحفادها من جباليا البلد (شمال) إلى دير البلح (وسط)، حيث تجد صعوبة كبيرة في تأمين الاحتياجات الأساسية.	29/2/2024
إسرائيل تصادر 650 فدانا بالضفة الغربية لضمها لمستوطنة "معاليه أدوميم"	نقلت وكالة رويترز عن مصادر بوزارة الدفاع الإسرائيلية قولها إن إسرائيل صادرت 650 فدانا من الأراضي الفلسطينية قرب مستوطنة معاليه أدوميم شرق القدس المحتلة.	29/2/2024
طوابير لا تنتهي من أجل لقمة.. معاناة فلسطينية لتوفير وجبة لأبنائها	في مدرسة “ذكور جباليا” بمخيم جباليا في شمال قطاع غزة تقف نجلاء أبو عمشة برفقة المئات من النساء والأطفال، وتحمل بيدها وعاء بلاستيكيا في انتظار حصولها على حساء مكون من الجزر والبطاطا.	29/2/2024
مساعدات مخضبة بدماء الشهداء.. الاحتلال يرتكب مجزرة جديدة في غزة	ارتكبت قوات الاحتلال الإسرائيلي مجزرة جديدة بحق أهالي غزة قرب دوار النابلسي شمالي القطاع، حيث قصفت تجمعا لمواطنين ينتظرون الحصول على مساعدات.	29/2/2024
حماس تدعو لتدخل عربي ودولي عاجل لوقف "الإبادة" بعد مجزرة الرشيد بغزة	دعت حركة حماس -الخميس- جامعة الدول العربية ومجلس الأمن لانعقاد عاجل لاتخاذ قرارات تلزم إسرائيل بوقف القتل الجماعي والتطهير العرقي بغزة، بعد المجزرة التي ارتكبها الاحتلال عند دوار النابلسي شمال القطاع.	29/2/2024
هآرتس: من يخبر الإسرائيليين كيف ستكون الحرب مع حزب الله؟	قالت هآرتس إن إسرائيل وحزب الله اللبناني أصبحا على شفا حرب شاملة منذ 8 أكتوبر، ولكن الحقيقة المروعة أنه إذا فتحت جبهة أخرى مع لبنان وامتداده الإقليمي فما حجم الهجمات المدمرة للبنية التحتية المدنية؟	29/2/2024
جنود إسرائيليون يتبجحون على الشبكات الاجتماعية بانتهاكاتهم في غزة	قالت لوموند إن إذلال السكان وازدراءهم ونهب ممتلكاتهم وتدميرها، أفعال يتباهى بها الإسرائيليون في غزة على تيك توك وإنستغرام، في سيل من المقاطع المصورة التي تعني الشعور بالإفلات من العقاب.	29/2/2024
"إسرائيل اليوم": وكالة المعونة الأميركية خيار بديل عن الأونروا بغزة	ذكرت صحيفة “إسرائيل اليوم” أن وكالة المعونة الأميركية ستحول أموالا إلى منظمات إغاثية لا تعد وكالة أونروا إحداها، فيما تعتقد إسرائيل أن الوكالة الأميركية يمكن أن تحل مكان الوكالة الأممية.	29/2/2024
الإذاعة الإسرائيلية: طرد 9 جنود من غزة لرفضهم الأوامر العسكرية	أفادت الإذاعة الرسمية الإسرائيلية بطرد 9 جنود من لواء غفعاتي وإخراجهم من القتال في قطاع غزة بسبب رفضهم الأوامر العسكرية.	29/2/2024
الانتخابات المحلية بإسرائيل.. اليمين المتطرف يخطط للاستيلاء على القدس	يرى مراقبون أن التغير الأبرز في نتائج الانتخابات المحلية الإسرائيلية هو التراجع الملحوظ في نسبة المشاركة ما يعكس حالة الإحباط والارتباك بالمجتمع الإسرائيلي بعد صدمة “طوفان الأقصى”.	29/2/2024
مسيرة من غلاف غزة لأهالي المحتجزين تطالب نتنياهو بصفقة فورية	خرج العشرات من أهالي المحتجزين الإسرائيليين في غزة أمس الأربعاء بمسيرة من غلاف غزة باتجاه القدس، تستمر لمدة 4 أيام، وذلك لمطالبة رئيس الوزراء الإسرائيلي بنيامين نتنياهو بصفقة تبادل فورية.	29/2/2024
شهيد شرق نابلس والاحتلال يقتحم جنين	أعلن مستشفى “رفيديا” بمدينة نابلس استشهاد شاب فلسطيني برصاص قوات الاحتلال الإسرائيلي خلال مواجهات مع فلسطينيين في بلدة بيت فوريك شرق نابلس بالضفة الغربية، في حين تتواصل الاقتحامات.	29/2/2024
خبراء يكشفون أسباب تفاؤل بايدن بوقف قريب لإطلاق النار في غزة	بينما يعمل مستشاروه بحذر على التوصل إلى اتفاق بين إسرائيل وحماس يتضمن وقفا لإطلاق النار في غزة لمدة 6 أسابيع، توقع الرئيس الأميركي جو بايدن أن يبدأ ذلك الاثنين القادم.	29/2/2024
أوستن وغالانت يبحثان صفقة التبادل والمساعدات لغزة	أفادت وزارة الدفاع الأميركية (البنتاغون) بأن الوزير لويد أوستن استمع في اتصال بنظيره الإسرائيلي يوآف غالانت لتقييمه لمفاوضات إطلاق المحتجزين في قطاع غزة.	29/2/2024
قتيلان بغارة جنوبي لبنان وقصف متبادل على الحدود	قتل شخصان في قصف إسرائيلي على بلدة كفرا جنوبي لبنان مساء الأربعاء، في حين أعلنت كتائب عز الدين القسام في لبنان استهداف موقعين عسكريين في شمال إسرائيل بعشرات الصواريخ.	29/2/2024
بالصور.. مظاهرة مؤيدة لفلسطين بنيويورك لـ24 ساعة متواصلة	انطلقت في نيويورك الأميركية اليوم الخميس مظاهرة مؤيدة لفلسطين ستتواصل 24 ساعة للمطالبة بإنهاء المجازر التي ترتكبها إسرائيل ضد المدنيين في قطاع غزة، ووقف فوري لإطلاق النار.	29/2/2024
واشنطن "قلقة" من تهديد المجاعة بغزة وتدرس حلولا	نقل موقع “أكسيوس” عن مسؤولين أميركيين قولهم إن هناك قلقا متزايدا داخل البيت الأبيض بوجود تهديد حدوث مجاعة في قطاع غزة، الذي يتعرض لحرب إسرائيلية مدمرة منذ السابع من أكتوبر/تشرين الأول الماضي.	29/2/2024
واشنطن تلوح بفرض عقوبات على شركة إسرائيلية تصنع أجزاء القبة الحديدية	قالت صحيفة “معاريف” العبرية الأربعاء إن الإدارة الأميركية فتحت تحقيقا حول أنشطة شركة إسرائيلية تشارك في تصنيع أجزاء مخصصة لنظام “القبة الحديدية”، وقد يؤدي التحقيق لفرض عقوبات عليها.	29/2/2024
نفاد الوقود يخرج آخر مستشفيات شمال غزة عن الخدمة	أعلنت وزارة الصحة في غزة خروج مستشفى كمال عدوان، آخر المستشفيات العاملة شمالي القطاع، عن الخدمة نتيجة توقف مولد الكهرباء بعد نفاد الوقود.	29/2/2024
"عيون إسرائيل" في مرمى صواريخ حزب الله	أطلق حزب الله وابلا من الصواريخ باتجاه الجليل الغربي مساء الثلاثاء على مقر الفرقة 146 في الجيش الإسرائيلي، وأدى هذا الوابل إلى إطلاق صفارات الإنذار في بلدات لم تتعرض للهجوم منذ أكتوبر/تشرين الأول.	28/2/2024
إعلام إسرائيلي: سحب صلاحيات بن غفير في الأقصى ولا قيود برمضان	قالت القناة الـ12 الإسرائيلية إن مجلس الحرب قرر سحب الصلاحيات الخاصة بالمسجد الأقصى من وزير الأمن القومي إيتمار بن غفير، مشيرة إلى أنه لن تكون هناك قيود على الدخول إلى المسجد في رمضان.	28/2/2024
هآرتس: الجيش الإسرائيلي قصف خطأ مستوطنات ونقاط مراقبة تابعة له	كشفت صحيفة هآرتس أن الجيش الإسرائيلي قصف “أراضي ومستوطنات إسرائيلية” عن طريق الخطأ عدة مرات منذ بداية الحرب على غزة.	28/2/2024
أبرز تطورات اليوم الـ145 من العدوان الإسرائيلي على غزة	مع مضي 145 يوما على العدوان الإسرائيلي على قطاع غزة، لا تزال قوات الاحتلال ترتكب المجزرة تلو الأخرى، كما تواصل اقتحاماتها لمختلف مناطق الضفة الغربية، لكنها في المقابل تتكبد خسائر فادحة من المقاومة.	28/2/2024
انتخابات بلدية الاحتلال في القدس.. النتائج والتداعيات	حقق المرشح من حزب الليكود موشيه ليون فوزا ساحقا في انتخابات بلدية المدينة المقدسة المحتلة، وهو ما يعني استمرار سياسة إقصاء المقدسيين وملاحقتهم والتوسع الاستيطاني، وفق محلل سياسي.	28/2/2024
الفصائل تدعو المجتمعين بموسكو لتشكيل قيادة فلسطينية موحدة وإطلاق حراك وطني	وجهت الفصائل الفلسطينية رسالة إلى ممثلي حركتي حماس وفتح قبل اجتماعهم المزمع غدا الخميس في العاصمة الروسية موسكو، لحثهم على تشكيل قيادة فلسطينية موحدة وإعلان حراك وطني بكل الساحات.	28/2/2024
السيسي: إغاثة غزة عبر معبر رفح ليست سهلة	أعرب الرئيس المصري عبد الفتاح السيسي، اليوم، عن أمله بالتوصل إلى وقف إطلاق نار في قطاع غزة خلال الأيام المقبلة، وبدء “إغاثة حقيقية” لسكان القطاع، نافيا إغلاق مصر لمعبر رفح.	28/2/2024
إسرائيل تتحدى الضغوط الدولية وتتعهد بمواصلة توسيع المستوطنات بالضفة	تعهد وزير المالية الإسرائيلي بتسلئيل سموتريتش بمواصلة توسيع المستوطنات في الضفة الغربية المحتلة، متحديا الضغوط الدولية على إسرائيل لوقف البناء على الأراضي الفلسطينية المحتلة.	28/2/2024
موقف "حذر" للإليزيه من الحرب في غزة واتفاق فرنسي قطري لإيصال المساعدات	بعد أن انحازت بشكل مطلق لإسرائيل، تسعى باريس للعب دور أوروبي متعلق بتقديم المساعدات الإنسانية لغزة، ويصف مراقبون الموقف الفرنسي بالضبابي والمزدوج، لكنهم يؤكدون أهمية التنسيق مع قطر ودول المنطقة.	28/2/2024
شاهد.. القسام تدمر دبابات إسرائيلية وترصد عمليات نقل قتلى الاحتلال	عرضت قناة الجزيرة مشاهد حصرية للمعارك الضارية بين كتائب القسام الجناح العسكري لحركة المقاومة الإسلامية (حماس) وجيش الاحتلال الإسرائيلي، في حي الزيتون شرقي مدينة غزة.	28/2/2024
قبل إحراق نفسه.. الطيار بوشنل أشار لمعلومات عن "قوات أميركية تشارك بالإبادة في فلسطين"	نشرت صحيفة “نيويورك بوست” تفاصيل جديدة عن العسكري الأميركي آرون بوشنل الذي أحرق نفسه تضامنا مع غزة، ونقلت عن صديق له أن بوشنل أخبره باطلاعه على معلومات تفيد بتورط قوات أميركية بعمليات الإبادة.	28/2/2024
فريدمان: الغضب يشتد وإسرائيل تخسر العالم	يقول توماس فريدمان إن مكانة إسرائيل ومستوى القبول بها، والشرعية التي تم بناؤها بشق الأنفس لها، تتآكل بسرعة متزايدة بين الدول الصديقة، وإذا لم يكن بايدن حذرا فإن مكانة أميركا العالمية ستنخفض.	28/2/2024
من غزة إلى أوكرانيا.. تنابز روسي – أميركي بمجلس الأمن	شهد مجلس الأمن الدولي، سجالا بين المندوب الروسي فاسيلي نيبينزيا، ونظيره الأميركي روبرت وود، خلال جلسة أمس الثلاثاء، لبحث انعدام الأمن الغذائي في قطاع غزة.	28/2/2024
الاحتلال يعتقل 35 فلسطينيا بالضفة ويواصل الاقتحامات	أكدت هيئة شؤون الأسرى والمحررين -اليوم الأربعاء- أن قوات الاحتلال اعتقلت 35 فلسطينيا خلال الـ24 ساعة الماضية في الضفة الغربية المحتلة، وسط استمرار حملة المداهمات والاعتقالات.	28/2/2024
إسرائيل أمام العدل الدولية.. كيف صارت الجريمة أكثر وضوحا؟	أصبحت محكمة العدل الدولية مسرحا للحظة ربما تكون الأكثر محورية في تاريخ الهيئة القضائية الأعلى بالعالم، بعد أن باتت إسرائيل للمرة الأولى في تاريخها موضع دعوى محتملة بارتكاب جريمة الإبادة الجماعية.	28/2/2024
رسالة قوية من العرب تعكّر فوز بايدن في ولاية ميشيغان	غضب الناخبين العرب والمسلمين من موقف الرئيس جو بايدن تجاه العدوان الإسرائيلي على غزة دفعهم إلى التصويت بـ”غير ملتزم” كرسالة احتجاجية.	28/2/2024
شهداء بدير البلح والاحتلال يرتكب 8 مجازر جديدة بغزة	أعلنت وزارة الصحة في غزة بارتفاع عدد ضحايا العدوان الإسرائيلي على القطاع، مشيرة إلى أن الاحتلال ارتكب 8 مجازر جديدة خلال الـ24 ساعة الماضية.	28/2/2024
شهداء بدير البلح والاحتلال يرتكب 8 مجازر جديدة بغزة	أعلنت وزارة الصحة في غزة بارتفاع عدد ضحايا العدوان الإسرائيلي على القطاع، مشيرة إلى أن الاحتلال ارتكب 8 مجازر جديدة خلال الـ24 ساعة الماضية.	28/2/2024
شاهد.. عائلة تبحث عن بقايا طعام تحت ركام منزلها المدمر بغزة	في ظل كارثة المجاعة المتفاقمة في غزة، تداول مدونون عبر منصات التواصل مقطعا مصورا لعائلة فلسطينية في شمالي القطاع، تبحث عما يسد رمق حاجتها للطعام أسفل أنقاض منزلها، الذي دمره جيش الاحتلال.	28/2/2024
هنية: ما عجزت إسرائيل وأميركا عن فرضه في الميدان لن يؤخذ بمكائد السياسة	دعا رئيس المكتب السياسي لحركة المقاومة الإسلامية (حماس) إسماعيل هنية -في كلمة له بثتها قناة الجزيرة- جميع الأطراف إلى المبادرة بكسر ما سماها مؤامرة التجويع في غزة، محذرا الاحتلال من الهجوم على رفح.	28/2/2024
ممثلو فتح وحماس يلتقون غدا بموسكو لبحث تشكيل حكومة وحدة	قالت وكالة أنباء روسية اليوم الأربعاء إن ممثلين عن حركتي المقاومة الإسلامية (حماس) والتحرير الوطني الفلسطيني (فتح) سيلتقون غدا الخميس في موسكو، لبحث تشكيل حكومة وحدة فلسطينية وإعادة إعمار قطاع غزة.	28/2/2024
مغردون: أين شمال غزة من عمليات الإنزال الجوي للمساعدات؟	جدل على منصات التواصل الاجتماعي بعد إعلان مصر عن عملية إنزال جوي لمساعدات فوق قطاع غزة بمشاركة عدة دول.	28/2/2024
لماذا حُلت حكومة السلطة الفلسطينية؟	أورد مقال بموقع فوكس الأميركي أن قوة السلطة الفلسطينية وشرعيتها في نظر الفلسطينيين ضعفت بسبب مزيج من القيادة الفاسدة والعدوان الإسرائيلي والسياسات التوسعية والصراع على السلطة.	28/2/2024
صحف عالمية: لا يمكن خنق الفلسطيني والعيش بمستوى معقول من السلام	ركزت صحف ومواقع عالمية في تقارير ومقالات رأي على الإبادة الجماعية وحرب التجويع التي تمارسهما إسرائيل على سكان قطاع غزة، وعلى مخاوف الإسرائيليين من الإفراج عن الأسير الفلسطيني مروان البرغوثي.	28/2/2024
لوموند: التعبئة المؤيدة للفلسطينيين تتكثف في الولايات المتحدة	قالت صحيفة لوموند إن المبادرات المنددة بتواطؤ إدارة بايدن في القتل المستمر بغزة تتضاعف، وأصبحت جزءا من المناقشات المتعلقة بالانتخابات الرئاسية المقبلة، مشيرة إلى تزايد المظاهرات أمام المباني العامة.	28/2/2024
اجتماع سري لمنظمة مؤيدة لإسرائيل يدعو من جنيف لإلغاء الأونروا	قالت لوتان إن منظمة “مراقبة الأمم المتحدة” غير الحكومية الموالية لإسرائيل عقدت مؤتمرا سريا في مطعم بالقرب من مقر الأمم المتحدة دعت إليه مجموعة من الشخصيات لحثهم على العمل لإلغاء الأونروا.	28/2/2024
قطر وفرنسا ترفضان أي هجوم إسرائيلي على رفح	بحث أمير دولة قطر الشيخ تميم بن حمد آل ثاني والرئيس الفرنسي إيمانويل ماكرون في باريس الجهود الرامية لوقف إطلاق النار وإدخال المساعدات الإنسانية إلى قطاع غزة، كما أكدا معارضتهما أي هجوم على رفح.	28/2/2024
الأمم المتحدة تتهم إسرائيل بالاعتداء على قافلة إجلاء طبي رغم التنسيق المسبق	أعلن مكتب الأمم المتحدة لتنسيق الشؤون الإنسانية -أمس الثلاثاء- عن توقيف قافلة إجلاء طبية في مدينة خان يونس بجنوب قطاع غزة من قبل الجيش الإسرائيلي، حيث احتجز مسعفا وأجبر الآخرين على خلع ملابسهم.	28/2/2024
وقفة في نيويورك لتأبين بوشنل الذي أحرق نفسه تضامنا مع غزة	نظمت مجموعة مؤيدة لفلسطين في نيويورك فعالية لتأبين الجندي الأميركي آرون بوشنل، الذي أضرم النار في نفسه تنديدا بالهجمات الإسرائيلية على قطاع غزة.	28/2/2024
القسطينة قرية فلسطينية على اسم إمبراطور روماني	قرية فلسطينية هُجّرت عام 1948، تقع شمال شرقي مدينة غزة استولى عليها الاحتلال الإسرائيلي يوم 9 يوليو/تموز 1948 وطرد سكانها وأقام عليها مستوطنات إسرائيلية.	28/2/2024
الدويري: هذا ما أتوقعه لمعركة حي الزيتون ودلالات وراء قصف عسقلان	قالت كتائب القسام -الجناح العسكري لحركة المقاومة الإسلامية (حماس)- إن مقاتليها يخوضون معارك ضارية من مسافة صفر واشتباكات خلف خطوط وقوات وآليات الاحتلال في حي الزيتون شرقي مدينة غزة.	28/2/2024
الأمم المتحدة: ربع سكان غزة على شفا المجاعة	أعلنت وزارة الصحة بغزة الثلاثاء وفاة رضيعين بمستشفى كمال عدوان شمالي القطاع جراء الجفاف وسوء التغذية، وسط تفاقم أزمة الجوع، بينما حذرت الأمم المتحدة من أن ربع سكان القطاع على بعد خطوة واحدة من المجاعة	28/2/2024
الجيش الإسرائيلي: مقتل ضابطين وإصابة 26 عسكريا بمعارك غزة	أعلن جيش الاحتلال الإسرائيلي مقتل ضابطين وإصابة 26 عسكريا في معارك قطاع غزة خلال الساعات الـ 24 الماضية.	28/2/2024
كتيبة جنين: أوقعنا إصابات محققة بجنود الاحتلال	انسحبت قوات الاحتلال من مدينة جنين ومخيمها بالضفة الغربية بعد أن اقتحمتها فجر اليوم الأربعاء، واشتبكت مع مقاومين ودمرت بنية تحتية وحاصرت المخيم، كما اقتحمت  الخليل وبيت لحم وشنت حملة اعتقالات.	28/2/2024
قناة إسرائيلية تكشف "مسودة" لصفقة تبادل مع حماس	كشفت قناة إسرائيلية عن فحوى مسودة تدعي أنها نتجت عن “اجتماع باريس” بشأن صفقة لتبادل الأسرى بين حركة المقاومة الإسلامية (حماس) وإسرائيل.	28/2/2024
أمير قطر والرئيس الفرنسي يبحثان وقف إطلاق النار وإدخال المساعدات لغزة	أكد أمير قطر الشيخ تميم بن حمد آل ثاني والرئيس الفرنسي إيمانويل ماكرون على الحاجة لوقف فوري ودائم لإطلاق النار في قطاع غزة، وضرورة أن تتواصل جهود الوساطة.	28/2/2024
أكسيوس: واشنطن تمهل إسرائيل أسبوعين وتلّوح بوقف الأسلحة	قال موقع أكسيوس إن إدارة الرئيس الأميركي جو بايدن منحت إسرائيل مهلة لتوقيع رسالة تلزمها بالقانون الدولي خلال استخدام الأسلحة الأميركية، ووضعت لها مهلة تتضمن السماح بدخول المساعدات إلى غزة.	28/2/2024
مصرع جنديين إسرائيليين بعد إصابتهما بفطريات سامة في غزة	أفادت هيئة البث الإسرائيلية بمصرع جنديين من أصل 30 أصيبوا بفطريات سامة خلال الحرب على قطاع غزة المستمرة منذ نحو 5 أشهر.	28/2/2024
مقرر أممي: أزمة غزة غير مسبوقة في العالم	قال المقرر الأممي المعني بالحق في الغذاء مايكل فخري إن الأزمة في قطاع غزة غير مسبوقة على مستوى العالم، داعيا إلى محاسبة إسرائيل على جرائم الحرب والإبادة الجماعية.	28/2/2024
حزب الله يقصف قاعدة إسرائيلية خلال جولة لرئيس الأركان	قالت هيئة البث الإسرائيلية إن حزب الله اللبناني قصف قاعدة للجيش الإسرائيلي خلال جولة لرئيس الأركان هرتسي هاليفي في الموقع، وذلك في يوم شهد إطلاق عشرات الصواريخ من جنوب لبنان.	28/2/2024
محللون: المقاومة أبدت صلابة بمفاوضاتها ومتفطنة لنوايا نتنياهو	يرى محللون تحدثوا لبرنامج “غزة.. ماذا بعد؟” أن المقاومة الفلسطينية متفطنة لنوايا إسرائيل التي تريد هدنة إنسانية مشروطة بتبادل الأسرى، ولكنها ترفض وقف إطلاق نار كامل في غزة وسحب قواتها من القطاع.	28/2/2024
أبرز تطورات اليوم الـ144 من العدوان الإسرائيلي على غزة	في اليوم الـ144 للعدوان على غزة، يشتد القتال بين فصائل المقاومة وقوات الاحتلال في حي الزيتون، في وقت تَواصل فيه القصف الإسرائيلي على أنحاء متفرقة من القطاع وسط تحذيرات أممية من خطر حدوث مجاعة.	27/2/2024
مقتل قائد سرية إسرائيلي والمقاومة تقصف عسقلان	أفادت وسائل إعلام إسرائيلية بمقتل قائد سرية بلواء غفعاتي في قطاع غزة، في حين قالت المقاومة الفلسطينية إنها تخوض معارك ضارية من مسافة صفر في حي الزيتون، كما أعلنت قصف مدينة عسقلان برشقات صاروخية.	27/2/2024
منظمة إغاثة: خطر الإبادة الجماعية يتزايد في غزة والاحتلال دمر الإنتاج الزراعي	ذكرت منظمة “أوكسفام” الدولية للإغاثة والتنمية أن الاحتلال الإسرائيلي دمّر الإنتاج الزراعي الموسمي شمال غزة في “زمنه الذهبي”، وسط مخاوف متزايدة من تفاقم أزمة الجوع في القطاع.	27/2/2024
حزب الله والحوثيون يكشفون شروط وقف ضرباتهم لإسرائيل	كشفت مصادر مقربة من حزب الله اللبناني ومتحدث باسم جماعة أنصار الله (الحوثيين) اليوم الثلاثاء عن شروط وقف عملياتهما المستمرة ضد إسرائيل التي دخل عدوانها على قطاع غزة يومه الـ144.	27/2/2024
دعوات عربية لوقف فوري للعدوان الإسرائيلي على غزة	شهد اليوم الثاني للدورة الـ55 لمجلس الأمم المتحدة لحقوق الإنسان المنعقد في جنيف تحذيرات عربية من العواقب الكارثية للهجوم الذي تمهد إسرائيل لشنه على رفح، وتنديدا بالجرائم التي ترتكبها إسرائيل في غزة.	27/2/2024
الضفة الغربية.. معرض تضامني لمقتنيات فنية وأثرية من غزة	في متحف في بيرزيت بالضفة الغربية، جُمعت أعمال فنية وتراثية مصدرها قطاع غزة، في مبادرة يراد منها الردّ على تدمير مواقع ثقافية وأثرية في القطاع حيث تدور حرب دامية منذ أكثر من 4 أشهر.	27/2/2024
غزة والأسرى.. قاسم مشترك في “ثلاثاء الغضب” الفلسطيني	بمشاركة عائلات الأسرى، شهدت مدينة نابلس مسيرة تضامنية حاشدة احتجاجا على انتهاكات الاحتلال المستمرة بحق الأسرى الفلسطينيين في سجونه وللمطالبة بوقف عدوانه المتواصل على قطاع غزة.	27/2/2024
الأمم المتحدة: إسرائيل تتعمد منع وصول المساعدات إلى غزة	أكدت الأمم المتحدة اليوم الثلاثاء أن القوات الإسرائيلية تمنع “بشكل منهجي الوصول إلى سكان قطاع غزة الذين يحتاجون للمساعدة، مما يعقد مهمة إيصال المساعدات إلى منطقة حرب لا تخضع لأي قانون”.	27/2/2024
الدويري: حزب الله لجأ لتكثيف ناري وليس لتصعيد نوعي ردا على غارات إسرائيل	يتواصل التصعيد المتبادل بين جيش الاحتلال وحزب الله اللبناني الذي استهدف قاعدة ميرون الإسرائيلية للمراقبة الجوية في جبل ‏الجرمق بالجليل الأعلى، في وقت لا تزال معارك حي الزيتون الأبرز في قطاع غزة.	27/2/2024
واشنطن: إسرائيل تستأنف تحويل عائدات الضرائب للسلطة الفلسطينية	قالت وزيرة الخزانة الأميركية جانيت يلين اليوم إن إسرائيل وافقت على استئناف تحويل عائدات الضرائب إلى السلطة الفلسطينية لتمويل الخدمات الأساسية ودعم اقتصاد الضفة الغربية، مضيفة أن الأموال بدأت “تتدفق”.	27/2/2024
شهيد رابع بالضفة وحملة اعتقالات بأكبر مدنها	ارتفع عدد الشهداء الفلسطينيين برصاص جيش الاحتلال الإسرائيلي جنوبي الضفة الغربية المحتلة إلى 4، كما ارتفع عدد المعتقلين منذ الليلة الماضية وحتى صباح اليوم إلى 15 بينهم فتاة وأطفال وأسرى سابقون.	27/2/2024
تباين بشأن مفاوضات حماس وإسرائيل بانتظار البت في "تفاصيل حاسمة"	تواصل اليوم الثلاثاء التباين في الأنباء الواردة من أميركا وإسرائيل بشأن تقدم المحادثات بين حركة المقاومة الإسلامية (حماس) وإسرائيل وقرب التوصل إلى اتفاق لوقف لإطلاق النار وتبادل أسرى ومحتجزين.	27/2/2024
شاهد.. لحظات مرعبة عاشها نازحون في بناية تعرضت لنيران الاحتلال في غزة	روى شهود عيان للجزيرة لحظات الرعب التي عاشوها عندما حاصر جيش الاحتلال الإسرائيلي، وأطلق النار على بناية سكنية كانت تؤوي نحو 50 نازحا في مدينة غزة مطلع الشهر الجاري.	27/2/2024
لولوة الخاطر: ما يحدث في غزة حرب إبادة	قالت وزيرة الدولة للتعاون الدولي في الخارجية القطرية لولوة الخاطر إن ما يحدث في غزة حرب إبادة، وطالبت بوقف فوري لإطلاق النار والأعمال العدائية في غزة.	27/2/2024
